Артикул;Название;Цена;Остаток
9421;Ремень приводной XPZ907-43 95F для бензореза FoxWeld GC-970/400;1158;9
9422;Шкив ведомый для бензореза FoxWeld GC-970/400;2211;5
9423;Комплект для подачи воды для бензореза FoxWeld GC-970/400;2947;0
9413;Барабан центробежной муфты сцепления в сборе для бензореза FoxWeld GC-970/400 (ведущая часть);1968;5
7981;Диск для швонарезчика алмазный по бетону FTL ECB-350;7500;0
7982;Диск для швонарезчика алмазный по асфальту FTL ECB-350A;6700;0
7983;Диск для швонарезчика алмазный по бетону FTL ECB-400;8520;5
7984;Диск для швонарезчика алмазный по асфальту FTL ECB-400A;8800;0
7985;Диск для швонарезчика алмазный по бетону FTL ECB-450;15150;1
7986;Диск для швонарезчика алмазный по бетону FTL ECB-500;14700;0
9023;Бензорез Foxweld GC-970/400;76900;9
9687; Плазмотрон SAGGIO А81 М16 2Pin 6М;13500;1
9688;Насадка дистанционная пружинная А81;74;99
9689;Изолятор А81 ВК;;0
9690;Изолятор А81 СТ;1263;99
9691;Сопло А81 1,2мм PD0105-12;137;99
9692;Диффузор воздушный А81 PE01017 ;772;99
9693;Катод A81;234;99
9703;Плазмотрон SAGGIO S85 Ц.Адаптер 6Pin 6м;21300;9
9704;Плазмотрон SAGGIO S85 Ц.Адаптер 6Pin 12м;28900;1
9705;Насадка дистанционная рожковая S85;468;99
9706;Защитная насадка S85 CT;1224;9
9707;Сопло S85 BS 1,1 мм;204;99
9708;Сопло S85 BS 1,3мм;204;99
9709;Сопло S85 BS CONT 0,9мм;246;99
9710;Диффузор воздушный S85;840;99
9711;Катод S85 BS;197;99
9712;Приспособление для резки окружности S85;7360;1
9713;Плазмотрон SAGGIO S105 Ц.Адаптер 6Pin 6м;25900;0
9714;Плазмотрон SAGGIO S105 Ц.Адаптер 6Pin 12м;35940;1
9715;Насадка дистанционная рожковая S105;488;99
9716;Защитная насадка S105-125 CT;1321;99
9717;Сопло S105-105M BS 1,4мм;307;99
9718;Сопло S105-105M BS 1,6мм;307;99
9720;Катод S105-105M BS;221;99
9721;Приспособление для резки окружности S105;7360;0
9722;Плазмотрон SAGGIO S105M Ц.Адаптер 4Pin 15м;41498;1
9723;Плазмотрон SAGGIO S105M Ц.Адаптер 4Pin 7,5м;27400;1
9719;Диффузор воздушный S105;840;99
9545;Вольфрамовый электрод WL-15 1,6мм / 175мм (1шт. золотистый) FoxWeld;85;9
9546;Вольфрамовый электрод WL-15 2,0мм / 175мм (1шт. золотистый) FoxWeld;133;99
9547;Вольфрамовый электрод WL-15 2,4мм / 175мм (1шт. золотистый) FoxWeld;189;0
9548;Вольфрамовый электрод WL-15 3,0мм / 175мм (1шт. золотистый) FoxWeld;292;99
9549;Вольфрамовый электрод WL-15 3,2мм / 175мм (1шт. золотистый) FoxWeld;332;99
9806;Электрод угольный КО 6,5х305 мм (упак.50 шт.);27;99
9807;Электрод угольный КО 8х305 мм (упак.50 шт.);34;99
9808;Электрод угольный КО 10х305 мм (упак.50 шт.);50;99
9809;Электрод угольный КО 12х305 мм (упак.25 шт.);100;0
8772;Электроды МР-3 ЛЮКС (д.3.0мм, 1.0кг) FoxWeld;326;0
8917;Электроды УОНИ ПК 13/55 (д.3.0мм, 5.0кг);1231;0
8918;Электроды УОНИ ПК 13/55 (д.4.0мм, 5.0кг);1225;0
8919;Электроды ПЭ LB52U (д.3.2мм, 1.3кг);710;1
9037;Электроды УОНИ ПК 13/55 (д.2.5мм, 5.0кг);1259;9
9038;Электроды МР-3С  (д.2.5мм, 1.5кг);591;0
9039;Электроды МР-3С  (д.3.0мм, 1.5кг);651;0
9040;Электроды ПЭ LB52U (д.2.6мм, 1.4кг);790;0
9044;Электроды МР-3 ЛЮКС (д.2.0мм, 1.0кг) FoxWeld;381;9
9045;Электроды МР-3 ЛЮКС (д.2.5мм, 1.0кг) FoxWeld;344;0
9046;Электроды МР-3 ЛЮКС (д.3.0мм, 5.0кг) FoxWeld;1441;99
9056;Электроды AS R-143 4.0х350 (4.9 кг);1250;0
5104;БЛИСТЕР Эл-ды нерж. д.2,0/5шт;412;99
4387;БЛИСТЕР Эл-ды нерж. д.3.2/5шт;427;99
5105;БЛИСТЕР Эл-ды нерж. д.2,5/5шт;229;99
4386;БЛИСТЕР Эл-ды алюм. д.3.2/3шт;876;0
5106;БЛИСТЕР Эл-ды чугун  д.2,5/3шт;507;0
5107;БЛИСТЕР Эл-ды чугун д.3,2/3шт;480;0
9810;Машинка для заточки вольфрамовых электродов FOXGRIND 401  ;17300;99
9811;Диск алмазный для заточки вольфрамовых электродов FOXGRIND 36,8x5x1,8;1700;99
9812;Экран защитный для машинки FOXGRIND N1;800;9
9760;Графитовые щётки для AG 125 (комплект 2 шт.);140;99
9761;Графитовые щётки для AG 230 (комплект 2 шт.);280;99
9746;Краскопульт электрический SGE 400/900;4300;99
9747;Краскопульт электрический SGE 600/900;6090;99
9748;Краскопульт электрический SGEX 1200/900 ;9900;99
9749;Краскопульт электрический SGE 450/1200;3090;99
9750;Краскопульт электрический SGE 600/1200;3850;99
9535;Пневмозубило AERO AC20 4N;;0
9590;Пневмопистолет пескоструйный AERO SBB 750;;0
9591;Пневмопистолет пескоструйный AERO SBH 20;;0
9321;Стекло защитное FWL2000 круглое 43 *2 для очистки;2500;99
9322;Стекло защитное FWL2000 прямоугольное для очистки;1857;99
9323;Объектив FWL2000 М39*1 F850 для очистки;32931;9
9392;Горелка FWL2000 для ручной очистки, удаления ржавчины, краски (комплект);209000;0
9776;Горелка FWL22C для ручной лазерной широкой очистки;150950;1
9780;Комплект кабелей для лазерной горелки FWL22C;13150;1
9869;Стекло защитное FWL для фокусирующей линзы 30х5 мм;326;9
9871;Линза фокусирующая FWL F800 д. 20x3.5 мм;2900;1
9874;Линза коллиматорная FWL F60 д. 16х5 мм для чистки;;0
9876;Линза отражающая (зеркало) FWL для чистки;;0
9989;Горелка FWL22C для ручной лазерной широкой очистки без аксессуаров;;1
9324;Сопло FWL21T AS-12 для сварки;2155;0
9325;Сопло FWL21T WS0003 для сварки;315;1
9327;Стекло защитное FWL21T D18*T2 для сварки;1229;9
9328;Линза фокусирующая FWL21T F150 D20*4,5 для сварки;10571;9
9391;Горелка FWL21T для ручной лазерной сварки, резки, очистки (комплект);198500;1
9775;Горелка FWL23T для ручной лазерной сварки, резки, очистки;122800;1
9777;Механизм подачи FWL MPE-1 для ручной лазерной сварки;41200;0
9778;Механизм подачи двойной FWL MPE-2 для ручной лазерной сварки;81600;0
9779;Комплект кабелей для лазерной горелки FWL21T и FWL23T;13150;1
9864;Канал FWL для проволоки из углеродистой стали д.0.8-1.6 мм 3 м красный;;0
9865;Канал FWL для проволоки из углеродистой стали д. 0.8-1.6 мм 5 м красный;;0
9866;Канал FWL для алюминиевой проволоки д. 0.8-1.6 мм 3 м черный;;0
9867;Ролик FWL 1.2-1.6 U;;0
9868;Стекло защитное FWL для фокусирующей линзы 18х2 мм;210;9
9870;Линза фокусирующая FWL F150 д. 20x4.5 мм;2900;1
9872;Линза фокусирующая FWL F800 д. 20x4.5 мм;2900;0
9873;Линза коллиматорная FWL F60 д. 16х5 мм для сварки;;0
9875;Линза отражающая (зеркало) FWL для сварки;;0
