Артикул;Название;Цена;Остаток
9296;Сварочный полуавтомат UNO MIG 351 SYN;107700;1
9297;Сварочный полуавтомат UNO MIG 501 SYN;130750;9
9623;Сварочный полуавтомат UNO MIG 200 SYN PULSE;36100;99
6611;Сварочный полуавтомат KVAZARRUS MIG 200;22400;99
8639;Сварочный полуавтомат KVAZARRUS MIG 160-S;11800;99
8654;Сварочный полуавтомат KVAZARRUS MIG 180-S;16600;99
3321;Сварочный полуавтомат Invermig 185 (пр-во FoxWeld/КНР);28800;9
6378;Сварочный полуавтомат Invermig 205;38300;99
6145;Сварочный полуавтомат Invermig 250 Compact (230V);62000;0
6146;Сварочный полуавтомат Invermig 250 Compact (400V);67000;9
6143;Сварочный полуавтомат Invermig 350 Compact;85000;9
5705;Сварочный полуавтомат Invermig 350E с отд. МП;196000;9
5706;Сварочный полуавтомат Invermig 500E с отдельным МП (с комплектом кабелей, пр-во FoxWeld/КНР);222600;9
7099;Сварочный полуавтомат INVERMIG 251 PWE;79700;9
7100;Сварочный полуавтомат INVERMIG 301 PWE;92800;9
7101;Сварочный полуавтомат INVERMIG 351 PWE;105900;9
8916;Сварочный полуавтомат INVERMIG 240 DP;71100;99
9265;Сварочный полуавтомат INVERMIG 251 SYN;93000;1
9266;Сварочный полуавтомат INVERMIG 301 SYN;102700;9
9267;Сварочный полуавтомат INVERMIG 351 SYN;114800;9
9301;Сварочный полуавтомат INVERMIG 200 DP;50900;99
9302;Сварочный полуавтомат INVERMIG 250 DP;84200;99
9393;Сварочный полуавтомат Invermig 185 SYN;35900;99
9394;Сварочный полуавтомат Invermig 205 SYN;39600;99
9830;Сварочный полуавтомат с отдельным МП INVERMIG 500EK FOXWELD (с комп. кабелей);222600;9
9620;Сварочный полуавтомат INVERMIG 250 Compact 230В SYN;70500;5
9621;Сварочный полуавтомат INVERMIG 250 Compact 400В SYN;79600;9
6516;Сварочный полуавтомат SAGGIO MIG 500-NS DOUBLE PULSE (пр-во FoxWeld/КНР);387700;9
6133;Сварочный полуавтомат Saggio Mig 250 ;96100;9
9310;Сварочный полуавтомат SAGGIO MIG 355 DP LCD;461800;0
9311;Сварочный полуавтомат SAGGIO MIG 505 DP LCD;513200;1
9312;Сварочный полуавтомат SAGGIO 2000 LCD PFC (5в1);182000;9
9313;Сварочный полуавтомат SAGGIO MIG 200-S DP LCD PFC;116600;9
9320;Сварочный полуавтомат SAGGIO MIG 507 AC DC DP LCD;699800;0
9451;Сварочный полуавтомат SAGGIO MIG 300 DP LCD;169200;0
9833;Сварочный полуавтомат SAGGIO MIG 350 HS DP;369730;1
9834;Сварочный полуавтомат SAGGIO MIG 500 HS DP;469900;5
6562;Сварочный полуавтомат Varteg 200 DUO;23100;9
7152;Сварочный полуавтомат VARTEG 200 DUO-S;;0
7103;Сварочный полуавтомат VARTEG 501 DUO;155762;0
8655;Сварочный полуавтомат VARTEG 180 DUO-S;16900;99
7882;Аппарат аргонодуговой сварки WECO TIG 303 AC/DC PULSE LCD;542864;1
9145;Аппарат аргонодуговой сварки WECO TIG 233 DC PULSE LCD;392008;5
9153;Аппарат аргонодуговой сварки WECO TIG 209 DC PULSE;289866;1
9141;Аппарат аргонодуговой сварки WECO TIG 233 AC/DC PULSE LCD;528860;1
6000;Аппарат аргонодуговой сварки SAGGIO TIG 180 DC Pulse Digital (пр-во FoxWeld/КНР);37700;0
6001;Аппарат аргонодуговой сварки SAGGIO TIG 200 DC Pulse Digital (пр-во FoxWeld/КНР);41600;0
6134;Аппарат аргонодуговой сварки SAGGIO TIG 300 DC Pulse Digital;90700;1
6135;Аппарат аргонодуговой сварки SAGGIO TIG 300 AC/DC Pulse Digital;151100;9
7586;Аппарат аргонодуговой сварки SAGGIO TIG 205 AC/DC Pulse;85300;5
7587;Аппарат аргонодуговой сварки SAGGIO TIG 400 AC/DC Pulse;264600;0
7588;Аппарат аргонодуговой сварки SAGGIO TIG 500 AC/DC Pulse;398400;0
8037;Аппарат аргонодуговой сварки SAGGIO TIG 401 DC Pulse Digital;240000;0
9250;Аппарат аргонодуговой сварки SAGGIO COLD TIG 210 DC PULSE DIGITAL;65000;9
9305;Аппарат аргонодуговой сварки SAGGIO TIG 205P AC/DC LCD PFC;124100;9
9308;Аппарат аргонодуговой сварки SAGGIO TIG 400 AC/DC PULSE LCD;397486;0
9309;Аппарат аргонодуговой сварки SAGGIO TIG 500 AC/DC PULSE LCD;394100;0
9389;Аппарат аргонодуговой сварки SAGGIO COLD TIG 310 DC PULSE DIGITAL;119833;0
930601;Комплект аппарата аргонодуговой сварки SAGGIO TIG 320 AC/DC PULSE LCD;;0
6007;Аппарат плазменной резки Plasma 73 (пр-во FoxWeld/КНР);81455;0
8701;Аппарат плазменной резки SAGGIO PLASMA 125;145000;9
8702;Аппарат плазменной резки SAGGIO PLASMA 165;212500;9
8879;Аппарат плазменной резки SAGGIO PLASMA 105;126300;9
9042;Аппарат плазменной резки SAGGIO PLASMA 65;63400;1
9043;Аппарат плазменной резки SAGGIO PLASMA 85;88800;1
9036;Аппарат плазменной резки SAGGIO PLASMA 45 PRO;48800;0
9380;Аппарат плазменной резки SAGGIO PLASMA 65 PRO;96200;9
9381;Аппарат плазменной резки SAGGIO PLASMA 85 PRO;119900;0
9382;Аппарат плазменной резки SAGGIO PLASMA 105 PRO;158300;0
9764;Аппарат плазменной резки SAGGIO PLASMA 205;480716;1
9765;Аппарат плазменной резки SAGGIO PLASMA 305;746927;1
6155;Аппарат плазменной резки VARTEG PLASMA 40;18882;0
6156;Аппарат плазменной резки VARTEG PLASMA 70;44226;0
6545;Портальная машина МАСТЕР 3015;493500;0
4440;Горелка воздушная паяльная СВАРИС ГВП-200 (пропановая, пр-во FoxWeld/КНР);1034;99
4442;Горелка воздушная паяльная ГВП-300 (пропановая, пр-во FoxWeld);1100;99
5914;Горелка кровельная газовоздушная VARTEG ГВД-1000Р, д.60 (упак) (пр-во FoxWeld/КНР);1416;99
5918;Горелка кровельная газовоздушная VARTEG ГВК-1000Р, д.50 (упак) (пр-во FoxWeld/КНР);1304;99
5921;Горелка кровельная газовоздушная VARTEG ГВК2-1050Р, д.50 (упак) (пр-во FoxWeld/КНР);1675;99
5901;Горелка кровельная газовоздушная VARTEG ГВП-500Р, д.60 (упак) (пр-во FoxWeld/КНР);1198;99
5905;Горелка кровельная газовоздушная ГВ-1000В, д.60 (пр-во FoxWeld/КНР);1019;99
5925;Горелка кровельная газовоздушная Г-1000Р, д.60 (пр-во FoxWeld/КНР);1097;99
5910;Горелка кровельная газовоздушная ГВ-1000В, д.76 (пр-во FoxWeld/КНР);1159;99
5908;Горелка кровельная газовоздушная ГВ-1000Р, д.60 (пр-во FoxWeld/КНР);1090;99
5912;Горелка кровельная газовоздушная ГВ-1000Р, д.76 (пр-во FoxWeld/КНР);1228;99
5900;Горелка кровельная газовоздушная ГВ-500В, д.60 (пр-во FoxWeld/КНР);820;99
5903;Горелка кровельная газовоздушная ГВ-500Р, д.60 (пр-во FoxWeld/КНР);921;99
6035;Горелка кровельная газовоздушная ГВ-700В, д.60;883;99
6038;Горелка кровельная газовоздушная ГВ-700Р, д.60;963;9
5913;Горелка кровельная газовоздушная КОРУНД ГВД-1000В, д.60 (пр-во FoxWeld/КНР);1154;99
5904;Горелка кровельная газовоздушная КОРУНД ГВП-1000В, д.60 (пр-во FoxWeld/КНР);1082;99
5909;Горелка кровельная газовоздушная КОРУНД ГВП-1000В, д.76 (пр-во FoxWeld/КНР);1234;9
5907;Горелка кровельная газовоздушная КОРУНД ГВП-1000Р, д.60 (пр-во FoxWeld/КНР);989;99
5899;Горелка кровельная газовоздушная КОРУНД ГВП-500В, д.60 (пр-во FoxWeld/КНР);909;99
5902;Горелка кровельная газовоздушная КОРУНД ГВП-500Р, д.60 (пр-во FoxWeld/КНР);998;9
5917;Горелка кровельная газовоздушная ГК-1000В, д.50 (пр-во FoxWeld/КНР);1132;99
5920;Горелка кровельная газовоздушная ГК-1000Р, д.50 (пр-во FoxWeld/КНР);1132;99
5923;Горелка кровельная газовоздушная ГК2-1050Р, д.50 (пр-во FoxWeld/КНР);1541;9
5915;Горелка кровельная газовоздушная КОРУНД ГВД-1000Р, д.60 (пр-во FoxWeld/КНР);1365;99
5916;Горелка кровельная газовоздушная КОРУНД ГВК-1000В, д.50 (пр-во FoxWeld/КНР);1132;99
6037;Горелка кровельная газовоздушная КОРУНД ГВП-700Р, д.60;1084;99
6034;Горелка кровельная газовоздушная КОРУНД-700В, д.60;1038;99
5911;Горелка кровельная газовоздушная КОРУНД ГВП-1000Р, д.76 (пр-во FoxWeld/КНР);1278;99
5922;Горелка кровельная газовоздушная КОРУНД ГВК2-1050Р, д.50 (пр-во FoxWeld/КНР);1546;99
5919;Горелка кровельная газовоздушная КОРУНД ГВК-1000Р, д.50 (пр-во FoxWeld/КНР);1133;99
5906;Горелка кровельная газовоздушная VARTEG ГВП-1000Р, д.60 (упак) (пр-во FoxWeld/КНР);1343;99
5924;Горелка кровельная газовоздушная Г-1000В, д.60 (пр-во FoxWeld/КНР);871;99
9373;Горелка для сорняков газовоздушная FOXWELD ГВ-800P, д.30;1184;99
5601;Сварочный аппарат Varteg 190 мини;4800;99
5893;Сварочный аппарат Varteg 210;5300;99
5264;Сварочный аппарат Varteg 230;5400;99
5266;Сварочный аппарат Varteg 250;5700;9
6519;Сварочный аппарат Корунд 180 мини;6320;0
4971;Сварочный аппарат Корунд 200;7191;0
4800;Сварочный аппарат Корунд 220;6878;0
6520;Сварочный аппарат KVAZARRUS 190 mini;4800;9
5896;Сварочный аппарат KVAZARRUS 210;5300;9
6122;Сварочный аппарат KVAZARRUS 230;5400;9
6123;Сварочный аппарат KVAZARRUS 250;5700;0
4573;FoxWeld Горелка UnoTIG-26-Flex 4м (разъем 35мм2, с кнопкой, пр-во FoxWeld/КНР);7294;9
4569;FoxWeld Горелка UnoTIG-26 8м (разъем М16, с кнопкой, пр-во FoxWeld/КНР);9342;9
4572;FoxWeld Горелка UnoTIG-26 8м (разъем 35мм2, с кнопкой, пр-во FoxWeld/КНР);11878;9
6277;Varteg Горелка TIG-26 8м (разъем 35мм2, с кнопкой, пр-во FoxWeld/КНР);6409;0
6275;Varteg Горелка TIG-26 4м (разъем М16, с кнопкой, пр-во FoxWeld/КНР);3864;0
6276;Varteg Горелка TIG-26 4м (разъем 35мм2, с кнопкой, пр-во FoxWeld/КНР);4652;99
4571;FoxWeld Горелка UnoTIG-26 4м (разъем 35мм2, с кнопкой, пр-во FoxWeld/КНР);7719;9
6278;Varteg Горелка TIG-18 8м (разъем 35мм2, с кнопкой, ж/охл.) (пр-во FoxWeld/КНР);6413;0
4567;FoxWeld Горелка UnoTIG-17 4м (разъем М16, с кнопкой, пр-во FoxWeld/КНР);4748;99
2586;Горелка SRT-26V 4м 35мм2 с цангой, соплом, колп. (комплект) FoxWeld;6982;99
2585;Горелка SRT-17V 4м 25мм2 (комплект) FoxWeld;5477;99
4576;FoxWeld Горелка UnoTIG-18-Flex 4м (разъем 35мм2,с кнопкой, ж/охл.) (пр-во FoxWeld/КНР);7079;9
4574;FoxWeld Горелка UnoTIG-18 4м (разъем 35мм2, с кнопкой, ж/охл.) (пр-во FoxWeld/КНР);6996;9
4575;FoxWeld Горелка UnoTIG-18 8м (разъем 35мм2, с кнопкой, ж/охл.) (пр-во FoxWeld/КНР);10813;9
2584;"FoxWELD Горелка SRT-17V 4м 35мм2 (комплект - цанга 1,6; 2,0; 2,4, сопло №4; 5; 6)";5564;99
6109;Горелка SAGGIO TIG-26 Flex 5м (35мм2, с управлением);17404;0
4568;FoxWeld Горелка UnoTIG-26 4м (разъем М16, с кнопкой, пр-во FoxWeld/КНР);6134;9
8813;Горелка UnoTIG-26 4м (35мм2, c кнопкой) ;3777;0
9269;Горелка SAGGIO TIG-26 4М (35мм2), разъём 5-pin;8787;9
9270;Горелка SAGGIO TIG-26 FLEX 4М (35мм2), разъём 5-pin;9184;0
9271;Горелка SAGGIOTIG-26 8М (35мм2), разъём 5-pin;14469;0
9272;Горелка SAGGIO TIG-26 FLEX 8М (35мм2), разъём 5-pin;14867;0
9439;Горелка SAGGIO TIG-18 FLEX U/D 35мм2 5Pin 4M;16480;0
9440;Горелка SAGGIO TIG-18 FLEX 35мм2 5Pin 4M;15920;0
9441;Горелка SAGGIO TIG-18 FLEX U/D 35мм2 5Pin 8M;21350;9
9442;Горелка SAGGIO TIG-18 FLEX 35мм2 5Pin 8M;20790;9
9443;Горелка SAGGIO TIG-26 FLEX U/D 35мм2 5Pin 4M ;15050;9
9444;Горелка SAGGIO TIG-26 FLEX 35мм2 5Pin 4M;14480;9
9445;Горелка SAGGIO TIG-26 FLEX U/D 35мм2 5Pin 8M ;20090;1
9446;Горелка SAGGIO TIG-26 FLEX 35мм2 5Pin 8M;19530;1
9447;Горелка SAGGIO TIG-550 35мм2 5Pin 4M ЖО;17750;9
9448;Горелка SAGGIO TIG-550 U/D 35мм2 5Pin 4M ЖО;18300;1
9449;Горелка SAGGIO TIG-550 35мм2 5Pin 8M ЖО;21930;1
9450;Горелка SAGGIO TIG-550 U/D 35мм2 5Pin 8M ЖО;22490;0
7052;"Соединитель 501.0204;  FА3045  (вода - гнездо д.6мм) VARTEG";426;0
7051;Соединитель для воды или газа VARTEG FA3020, 501.0114;33;1
7041;Быстросъемный разъем FA-3045 синий ;504;99
7060;Переходник TIG М16х1.5 на 35-50 ;395;99
7059;Переходник TIG М16х1.5 на 10-25 ;332;99
2707;FoxWeld Колпачок короткий TIG17/18/26 (712.1053/BW067, пр-во FoxWeld/КНР);67;99
2590;FoxWeld Колпачок длинный TIG17/18/26 (712.1051/BW066, пр-во FoxWeld/КНР);82;99
6295;Varteg Изолятор корпуса цанги TIG17/18/26 газ.линза (701.0130/TQ0003, стандарт, пр-во FoxWeld/КНР);62;99
2692;FoxWeld Изолятор корпуса цанги TIG17/18/26 газ.линза (701.0130/TQ0003, стандарт, пр-во FoxWeld/КНР);131;5
2704;FoxWeld Изолятор TIG17/18/26 (703.0012/TQ0002, пр-во FoxWeld/КНР);64;99
2701;FoxWeld Головка горелки TIG-26FV (703.0290, пр-во FoxWeld/КНР);1372;99
4639;FoxWeld Головка горелки TIG-26F (пр-во FoxWeld/КНР);962;99
2638;FoxWeld Головка горелки TIG-26 (TF0026, стандарт, большая гайка, пр-во FoxWeld/КНР);760;99
4638;FoxWeld Головка горелки TIG-18V (пр-во FoxWeld/КНР);1091;99
6280;Varteg Головка горелки TIG-18F (712.2030, пр-во FoxWeld/КНР);772;1
4637;FoxWeld Головка горелки TIG-18F (712.2030, пр-во FoxWeld/КНР);1195;1
3335;FoxWeld Головка горелки TIG-18 (712.2020, пр-во FoxWeld/КНР);1007;99
2699;FoxWeld Головка горелки TIG-17V (705.0038, пр-во FoxWeld/КНР);836;99
2698;FoxWeld Головка горелки TIG-17FV (703.0010, пр-во FoxWeld/КНР);1149;99
6279;Varteg Головка горелки TIG-17F (703.0009, пр-во FoxWeld/КНР);590;9
2697;FoxWeld Головка горелки TIG-17F (703.0009, пр-во FoxWeld/КНР);896;99
2694;FoxWeld Головка горелки TIG-17 (712.1020, пр-во FoxWeld/КНР);554;0
3494;FoxWeld Набор комплектующих TIG17/18/26 (10 предметов: кер.сопло №5-2шт., цанги 1,6мм-2шт., 2,4мм-2шт., корп.цанги 1,6 и 2,4, колп. длин./кор., пр-во FoxWeld/КНР);955;99
9205;Набор GLASSY №1 10,0 мм FOXWELD (TIG 17/18/26) д. 2,4 мм вольфрам;2520;9
9206;Набор GLASSY №2 12,0 мм FOXWELD (TIG 17/18/26) д. 2,4 мм вольфрам;2520;9
9207;Набор GLASSY №3 15,0 мм FOXWELD (TIG 17/18/26) д. 2,4 мм вольфрам;2520;9
9208;Набор GLASSY №4 17,0мм FOXWELD (TIG 17/18/26) д. 2,4 мм вольфрам;3101;9
9209;Набор GLASSY №5 29,0 мм FOXWELD (TIG 17/18/26) д. 2,4 мм вольфрам;3564;0
9210;Набор GLASSY №6 26,0 мм FOXWELD (TIG 17/18/26) д. 2,4 мм вольфрам;3101;9
9564;Уплотнительное кольцо SAGGIO TIG-550;210;99
9565;Головка горелки SAGGIO TIG-550;4830;9
9566;Колпачок длинный SAGGIO TIG-550, 119мм;740;99
9567;Колпачок короткий SAGGIO TIG-550, 30,5мм;640;9
9568;Кнопка для горелки SAGGIO TIG-550 U/D;600;0
9569;Кнопка для горелки SAGGIO TIG-550;500;9
6296;Varteg Плазмотрон РТ-31 (4М, М16, БЕЗ Ц. АДАПТЕРА, пр-во FoxWeld/КНР);2804;0
3256;Foxweld Плазмотрон РТ-31 (4М, М16, БЕЗ Ц. АДАПТЕРА, пр-во FoxWeld/КНР);3552;9
3257;FoxWeld Сопло к плазмотрону PT-31 (для Plasma 33/Multi, Plasma 43 Multi, пр-во FoxWeld/КНР);54;99
3255;FoxWeld Насадка защитная PT31 (пр-во FoxWeld/КНР);42;99
6299;Varteg Катод к плазмотрону PT-31 (для Plasma 33/Multi, пр-во FoxWeld/КНР);39;99
3258;FoxWeld Катод к плазмотрону PT-31 (для Plasma 33/Multi, пр-во FoxWeld/КНР);71;99
3254;FoxWeld Диффузор газовый PT31 (пр-во FoxWeld/КНР);16;99
6301;Varteg Диффузор газовый PT31 (пр-во FoxWeld/КНР);9;99
3953;Набор Плазма №1 (для уст. Plasma33,33 Multi, 43Multi, 10+1+1+5 сопло/дифф./насадка/эл-д);770;99
5830;Головка к плазмотрону PT-31;394;0
8847;Набор Плазма №1;461;0
4402;FoxWeld Плазмотрон СВ50 (6М, Ц. АДАПТЕР, пр-во FoxWeld/КНР);37960;0
6308;Varteg Сопло д.1.0мм СВ50-70 короткое (PD0088-10, пр-во FoxWeld/КНР);97;99
6309;Varteg Сопло д.1.0мм CB50-70 длинное (PD0063-10, пр-во FoxWeld/КНР);114;99
6311;Varteg Насадка роликовая CB50 (CV0037, пр-во FoxWeld/КНР);517;99
6310;Varteg Насадка защитная СВ50 (PC0003, пр-во FoxWeld/КНР);1233;99
6307;Varteg Катод CB50 длинный (PR0066, пр-во FoxWeld/КНР);161;99
6306;Varteg Катод CB50 (PR0016, пр-во FoxWeld/КНР);119;99
6312;Varteg Диффузор газовый СВ50-70 (РЕ0007, пр-во FoxWeld/КНР);800;5
6316;MIG Евро-розетка (панельный центральный адаптер) VARTEG;1040;0
4932;FoxWeld Горелка MIG-140V 2,5м (пр-во FoxWeld/КНР);1800;99
9246;Горелка MIG-14К 2,0м;1500;99
6790;Аппарат аргонодуговой сварки UNO TIG 200 AC/DC;43500;99
7170;Аппарат аргонодуговой сварки UNO TIG 200 AC/DC PULSE;57500;9
7171;Аппарат аргонодуговой сварки UNO TIG 200 DC PULSE;34500;0
7254;Аппарат плазменной резки UNO PLASMA 50;17600;99
9412;Аппарат плазменной резки со встроенным компрессором UNO Plasma 40 Air;36400;0
7232;Бензиновая цепная пила HEGER 345/16;8792;99
7220;Бензиновая цепная пила HEGER 352/18;8747;99
7221;Бензиновая цепная пила Bjork 245/16;9221;0
7200;Бензиновая цепная пила MACHETE 141 PRO;16449;99
7201;Бензиновая цепная пила MACHETE 146 PRO;17473;9
7202;Бензиновая цепная пила MACHETE 154 PRO;18640;9
6081;145.0047/МС0300 Сопло MIG-24 д.17мм цилиндр. (ЕР-24) Varteg;117;0
6080;145.0080/MC0301 Сопло MIG-24 д.12,5мм конич. (ЕР-240) Varteg ;117;99
2922;FoxWeld Сопло MIG-24 д.17мм цилиндр. (145.0047/МС0300, ЕР-24, пр-во FoxWeld/КНР);247;99
2923;FoxWeld Сопло MIG-24 д.12,5мм конич. (145.0080/MC0301, ЕР-240, пр-во FoxWeld/КНР);247;99
2924;FoxWeld Сопло MIG-24 д.10мм сильно конич. (145.0128/MC0302, ЕР-240, пр-во FoxWeld/КНР);216;99
4550;FoxWeld Набор комплектующих MIG-24 (для серии UnoMig-24/MB-24KD/TBI-240/ERGOPLUS 24, пр-во FoxWeld/КНР);928;0
6260;Varteg Диффузор газовый MIG-24 (012.0183/МЕ0584, ЕР-240, пр-во FoxWeld/КНР);17;99
2908;FoxWeld Диффузор газовый MIG-24 (012.0183/МЕ0584, ЕР-240, пр-во FoxWeld/КНР);40;99
2886;FoxWeld Держатель након. М6 (MIG-24) (142.0003/МD0138, ЕР240, пр-во FoxWeld/КНР);43;99
5041;FoxWeld Гусак MIG-24 (012.0001/MF0180, пр-во FoxWeld/КНР);1311;99
5947;FoxWeld Горелка UnoMIG-24 5м шарнирная (250А, возд., пр-во FoxWeld/КНР);10213;9
5960;FoxWeld Горелка UnoMIG-24 4м шарнирная (250А, возд., пр-во FoxWeld/КНР);8918;9
5959;FoxWeld Горелка UnoMIG-24 3м шарнирная (250А, возд., пр-во FoxWeld/КНР);7927;9
6060;Горелка MIG-24 5м 250А возд. Varteg;6068;0
6059;Горелка MIG-24 4м 250А возд. Varteg;4596;0
6058;Горелка MIG-24 3м 250А возд. Varteg;4001;0
6071;Горелка MIG-24 5м 250А;5693;0
6070;Горелка MIG-24 4м 250А;4233;0
6069;Горелка MIG-24 3м 250А;3709;0
9111;Диффузор газовый MIG-24 (012.0183/МЕ0584) ;17;0
9425;Горелка SAGGIO MIG-24 3М Шарнирная;10180;99
9835;Горелка SAGGIO MIG-24 5М Шарнирная;13700;1
2882;FoxWeld Спираль к соплу MIG-15 (002.0058/ЕА0303, EP-15/MB-15, пр-во FoxWeld/КНР);10;99
6079;145.0041/МС0019 Сопло MIG-15 д.16мм цилиндр. (EP-15/MB-15) Varteg;80;99
6077;Сопло для горелки MIG-15 д.12 мм коническое VARTEG 145.0075/МС0018 (EP-15/MB-15);80;0
2915;FoxWeld Сопло MIG-15 д.16мм цилиндр. (145.0041/МС0019, EP-15/MB-15, пр-во FoxWeld/КНР);177;99
2913;FoxWeld Сопло MIG-15 д.9,5мм сильно конич. (145.0123/МС0017, EP-15/MB-15, пр-во FoxWeld/КНР);177;99
4554;FoxWeld Набор комплектующих MIG-15 (2 наконечника, 3 сопла, 1 спираль к соплу, 1 диффузор газ., для серии UnoMig-15/MB-15AK/TBI-150/ERGOPLUS 15, пр-во FoxWeld/КНР);702;99
5042;FoxWeld Изолятор MIG-15 / MIG-140 (002.0050/BW0085, пр-во FoxWeld/КНР);65;99
6259;Varteg Диффузор газовый MIG-15 (002.0078/FВ0117, EP-15/MB-15, пр-во FoxWeld/КНР);46;9
2866;FoxWeld Диффузор газовый MIG-15 (002.0078/FВ0117, EP-15/MB-15, пр-во FoxWeld/КНР);87;99
6266;Varteg Гусак MIG-15 (002.0009/MF0032, пр-во FoxWeld/КНР);203;0
5038;FoxWeld Гусак MIG-15 (002.0009/MF0032, пр-во FoxWeld/КНР);434;99
5958;FoxWeld Горелка UnoMIG-15 5м шарнирная (180A, возд., пр-во FoxWeld/КНР);7100;5
5946;FoxWeld Горелка UnoMIG-15 4м шарнирная (180A, возд., пр-во FoxWeld/КНР);6200;9
5930;FoxWeld Горелка UnoMIG-15 3м шарнирная (180A, возд., пр-во FoxWeld/КНР);5400;99
6057;Горелка MIG-15 5м 180A возд. Varteg;3900;0
6056;Горелка MIG-15 4м 180A возд. Varteg;3200;0
6068;Горелка MIG-15 5м 180A;3500;0
6067;Горелка MIG-15 4м 180A;3000;0
6055;Горелка MIG-15 3м 180A возд. VARTEG;2900;0
6066;Горелка MIG-15 3м 180A воздушное охлаждение ;2700;0
6255;Varteg Набор комплектующих MIG-15 (2 наконечника, 3 сопла, 1 спираль к соплу, 1 диффузор газ., для серии UnoMig-15/MB-15AK/TBI-150/ERGOPLUS 15, пр-во FoxWeld/КНР);367;0
5300;FoxWeld Набор комплектующих MIG-15 (48 предметов в комплекте, пр-во FoxWeld/КНР);3269;99
6078;145.0123/МС0017 Сопло MIG-15 д.9,5мм сильно конич. (EP-15/MB-15) Varteg;81;99
2914;FoxWeld Сопло MIG-15 д.12мм конич. (145.0075/МС0018, EP-15/MB-15, пр-во FoxWeld/КНР);177;99
9108;Гусак MIG-15 (002.0009/MF0032) ;190;0
9110;Диффузор газовый MIG-15 (002.0078/FВ0117) ;36;99
9257;Горелка MIG-15 FLEX 3м;5900;9
9258;Горелка MIG-15 FLEX 5м ;7300;9
9261;Гусак MIG-15 FLEX (аналог 006.В802.1/MF0132/102P35103F);2017;99
6101;Наконечник М8х30х1.6 (CuCrZr) (140.0590/MD0005-86) VARTEG;68;99
4519;Наконечник М8х30х1.6 (CuCrZr) (140.0590/MD0005-86, пр-во FoxWeld/КНР);114;99
2792;Наконечник М8х30х1.2 (CuCrZr) (140.0445/MD0005-82, пр-во FoxWeld/КНР);114;9
6100;Наконечник М8х30х1.2 (CuCrZr) (140.0445/MD0005-82) VARTEG;68;0
2790;Наконечник FoxWeld М8х30х1.0 (CuCrZr) (140.0316/MD0005-8, пр-во FoxWeld/КНР);114;99
3052;Наконечник FoxWeld  М6х28х1.6 (140.0555/MD0009-16, пр-во FoxWeld/КНР);57;99
2791;Наконечник FoxWeld М6х28х1.2 (CuCrZr) (140.0382/MD0009-82, пр-во FoxWeld/КНР);82;99
6096;Наконечник М6х28х1.0 (CuCrZr) (140.0245/MD0009-80) VARTEG;57;99
2789; Наконечник FoxWeld М6х28х1.0 (CuCrZr) (140.0245/MD0009-80, пр-во FoxWeld/КНР);82;99
2788; Наконечник FoxWeld М6х28х0.8 (CuCrZr) (140.0054/MD0009-78, пр-во FoxWeld/КНР);82;99
5317;Наконечник М6х25х1.2 прямой (AL) (141.0010/MD0009-62, пр-во FoxWeld/КНР);37;99
4517;Наконечник М6х25х1.2 прямой (140.0387/MD0008-12, пр-во FoxWeld/КНР);37;99
6087;Наконечник М6х25х1.0 прямой (140.0253/MD0008-10) VARTEG;19;99
4516;Наконечник М6х25х1.0 прямой (140.0253/MD0008-10, пр-во FoxWeld/КНР);37;99
6086;Наконечник М6х25х0.8 прямой (140.0059/MD0008-08) VARTEG;19;99
4515;Наконечник М6х25х0.8 прямой (140.0059/MD0008-08, пр-во FoxWeld/КНР);37;99
6269;Наконечник М6х25х0.6 прямой Varteg (140.0008/MD0008-06, пр-во FoxWeld/КНР);19;99
3047;Наконечник М6х25х0.6 прямой (140.0008/MD0008-06, пр-во FoxWeld/КНР);37;99
3058;Наконечник FoxWeld M8х30х1.6 (140.0587/MD0005-16, пр-во FoxWeld/КНР);68;99
6098;Наконечник M8х30х1.6 (140.0587/MD0005-16) VARTEG;44;0
2800;Наконечник FoxWeld M8х30х1.6 (AL) (141.0022/MD0005-66, пр-во FoxWeld/КНР);68;99
2799;Наконечник FoxWeld M8х30х1.2 (AL) (141.0015/MD0005-62, пр-во FoxWeld/КНР);77;99
3056;Наконечник FoxWeld  M8х30х1.2 (140.0442/MD0005-12, пр-во FoxWeld/КНР);91;99
6097;Наконечник M8х30х1.2 (140.0442/MD0005-12) VARTEG;44;0
2797;Наконечник FoxWeld M8х30х1.0 (AL) (141.0008/MD0005-60, пр-во FoxWeld/КНР);77;99
3054;Наконечник FoxWeld M8х30х1.0 (140.0313/MD0005-10, пр-во FoxWeld/КНР);91;99
6270;Наконечник Varteg M8х30х1.0 (140.0313/MD0005-10, пр-во FoxWeld/КНР);44;5
3053;Наконечник Foxweld М8х30х0.8 (140.0114/MD0005-08, пр-во FoxWeld/КНР);91;99
2798;Наконечник FoxWeld M6х28х1.2 (AL) (141.0010/MD0009-62, пр-во FoxWeld/КНР);59;99
6092;Наконечник M6х28х1.2 (140.0379/MD0009-12) VARTEG;23;99
3051;Наконечник FoxWeld M6х28х1.2 (140.0379/MD0009-12, пр-во FoxWeld/КНР);57;99
2796;Наконечник FoxWeld M6х28х1.0 (AL) (141.0006/MD0009-60, пр-во FoxWeld/КНР);52;99
